task,null_mass,null_positive,deadlock
syllogism,0.0014119232343665397,1,0
arithmetic,0.06370226137683493,1,0
syllogism,0.00333168199537709,1,0
contradiction,1.0,1,1
arithmetic,0.043737087884683105,1,0
syllogism,0.0010932851193141925,1,0
syllogism,0.005510772431047825,1,0
syllogism,0.0032045831559781974,1,0
arithmetic,0.030853130734467923,1,0
arithmetic,0.10722786628280462,1,0
syllogism,0.001209560106851257,1,0
contradiction,0.9999999999999999,1,1
contradiction,0.9999999999999999,1,1
arithmetic,0.028389735519754555,1,0
contradiction,0.9999999999999998,1,1
syllogism,0.0014890507809191811,1,0
arithmetic,0.03096746168259065,1,0
arithmetic,0.09901312903482408,1,0
syllogism,0.0030034364247235015,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0031168814233854722,1,0
syllogism,0.0014103140453172543,1,0
syllogism,0.004123395257274797,1,0
syllogism,0.0033080779029171768,1,0
arithmetic,0.03320108502167884,1,0
syllogism,0.0016294122025858526,1,0
arithmetic,0.5753469305752523,1,0
arithmetic,0.07384815347134577,1,0
arithmetic,0.2182450169446436,1,0
syllogism,0.003938083409556013,1,0
syllogism,0.0015097144620226251,1,0
arithmetic,0.022753986327484755,1,0
contradiction,1.0,1,1
syllogism,0.0029239982062450043,1,0
contradiction,0.9999999999999999,1,1
arithmetic,0.018829187133030494,1,0
syllogism,0.0014161971666884396,1,0
arithmetic,0.1225212317106568,1,0
syllogism,0.00371531443029405,1,0
syllogism,0.003717817078794856,1,0
contradiction,1.0,1,1
syllogism,0.0023340693904869373,1,0
arithmetic,0.03507080948499808,1,0
syllogism,0.0007359129717171975,1,0
arithmetic,0.02458432692051558,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0030752164150477943,1,0
arithmetic,0.043523893818025995,1,0
arithmetic,0.04393645865061712,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.002475497105191636,1,0
syllogism,0.00377558018669646,1,0
syllogism,0.0018524064052058437,1,0
syllogism,0.0014891534548140308,1,0
arithmetic,0.044350892760418655,1,0
syllogism,0.005075844667630546,1,0
arithmetic,0.043587328227099716,1,0
arithmetic,0.11595642772554192,1,0
syllogism,0.0014103140453172543,1,0
contradiction,0.9999999999999999,1,1
arithmetic,0.047765773044191565,1,0
arithmetic,0.20246777671743216,1,0
syllogism,0.004095217918947805,1,0
contradiction,0.9999999999999999,1,1
arithmetic,0.03241262785279217,1,0
contradiction,0.9999999999999999,1,1
contradiction,0.9999999999999998,1,1
syllogism,0.011255513095200476,1,0
arithmetic,0.03521884015799345,1,0
syllogism,0.0014891209768247648,1,0
contradiction,1.0,1,1
syllogism,0.0011362327012030278,1,0
syllogism,0.0008040513080697063,1,0
syllogism,0.0009676927277310428,1,0
arithmetic,0.49547249495917406,1,0
contradiction,0.9999999999999998,1,1
syllogism,0.00507589342171628,1,0
arithmetic,0.1001583254107553,1,0
syllogism,0.0061795825299143054,1,0
syllogism,0.0010616750684132614,1,0
syllogism,0.006179592945669834,1,0
syllogism,0.0018202190607573127,1,0
contradiction,0.9999999999999999,1,1
contradiction,1.0000000000000002,1,1
contradiction,1.0000000000000002,1,1
contradiction,1.0,1,1
syllogism,0.001783265452077252,1,0
arithmetic,0.05674553783366159,1,0
syllogism,0.0011363354681363483,1,0
arithmetic,0.005310977564871002,1,0
arithmetic,0.04313450016592525,1,0
arithmetic,0.03584256028564461,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.004991448713842206,1,0
arithmetic,0.016126204606009952,1,0
syllogism,0.0017683072272577996,1,0
arithmetic,0.2206890401576155,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0016294604381132496,1,0
arithmetic,0.1743795439911086,1,0
arithmetic,0.00900524372660456,1,0
syllogism,0.0018202185336881323,1,0
syllogism,0.001710036391239743,1,0
arithmetic,0.030279973130743022,1,0
syllogism,0.0019225603207220561,1,0
syllogism,0.011875954616103364,1,0
syllogism,0.002429990142013205,1,0
syllogism,0.004095086714579102,1,0
arithmetic,0.029490284525366485,1,0
arithmetic,0.07384815513557652,1,0
syllogism,0.0013915494029699757,1,0
arithmetic,0.0462879225028896,1,0
arithmetic,0.020022620232597838,1,0
contradiction,0.9999999999999998,1,1
syllogism,0.003069693938579412,1,0
arithmetic,0.01937777438782619,1,0
arithmetic,0.11739824650092245,1,0
syllogism,0.0010546153484386276,1,0
contradiction,1.0000000000000002,1,1
contradiction,0.9999999999999999,1,1
arithmetic,0.07638551111155675,1,0
syllogism,0.005111186526062833,1,0
syllogism,0.004166485648262032,1,0
contradiction,1.0,1,1
syllogism,0.0032045794997661147,1,0
arithmetic,0.013429155582996904,1,0
arithmetic,0.09689876343562902,1,0
arithmetic,0.04812237499383261,1,0
contradiction,0.9999999999999999,1,1
contradiction,0.9999999999999999,1,1
contradiction,1.0,1,1
syllogism,0.0026671862943623047,1,0
syllogism,0.000701505877949242,1,0
arithmetic,0.01961082417068084,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0032933071616611334,1,0
contradiction,1.0,1,1
contradiction,1.0,1,1
syllogism,0.0013760347047558133,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0026374386955846643,1,0
contradiction,1.0,1,1
syllogism,0.0013333454837895892,1,0
arithmetic,0.05081039506141998,1,0
contradiction,1.0,1,1
contradiction,0.9999999999999999,1,1
syllogism,0.0013179601772293733,1,0
contradiction,0.9999999999999999,1,1
contradiction,0.9999999999999999,1,1
arithmetic,0.06860781762990943,1,0
syllogism,0.0011521625543683834,1,0
contradiction,1.0,1,1
syllogism,0.0011363359233550663,1,0
arithmetic,0.33280492479752183,1,0
syllogism,0.0018525454358494914,1,0
syllogism,0.003969935444994135,1,0
syllogism,0.0012616880597753277,1,0
syllogism,0.0018500552325277858,1,0
syllogism,0.0028847576794862376,1,0
syllogism,0.0010426313241384687,1,0
arithmetic,0.025559897085014684,1,0
contradiction,1.0,1,1
arithmetic,0.009293751822414972,1,0
syllogism,0.0024019582617635813,1,0
contradiction,0.9999999999999998,1,1
syllogism,0.0018635317218871658,1,0
syllogism,0.0015215190294215713,1,0
contradiction,1.0,1,1
syllogism,0.0010932696833254394,1,0
syllogism,0.0013332068238447485,1,0
contradiction,1.0,1,1
syllogism,0.0014891204420700334,1,0
arithmetic,0.09342166522048959,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0021658850763557535,1,0
contradiction,1.0,1,1
contradiction,0.9999999999999999,1,1
arithmetic,0.039260747580778944,1,0
syllogism,0.0013747569768496376,1,0
contradiction,1.0000000000000002,1,1
syllogism,0.0026374217431074203,1,0
syllogism,0.001418231355977061,1,0
syllogism,0.003293144957504271,1,0
syllogism,0.0025303189894173043,1,0
syllogism,0.0030752165202156787,1,0
contradiction,0.9999999999999999,1,1
contradiction,0.9999999999999999,1,1
contradiction,1.0,1,1
contradiction,0.9999999999999999,1,1
syllogism,0.0016562585926148874,1,0
contradiction,0.9999999999999997,1,1
contradiction,1.0,1,1
contradiction,0.9999999999999999,1,1
syllogism,0.0013147141287402307,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.00688068027485224,1,0
contradiction,1.0,1,1
arithmetic,0.06096296045755896,1,0
syllogism,0.0037741775375060693,1,0
arithmetic,0.028389735525828717,1,0
arithmetic,0.01754756640194193,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.002906327566019418,1,0
syllogism,0.0017850120967607742,1,0
contradiction,0.9999999999999999,1,1
contradiction,0.9999999999999999,1,1
syllogism,0.0013176315954356946,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0024290813277675245,1,0
contradiction,0.9999999999999999,1,1
contradiction,1.0,1,1
arithmetic,0.22536175386596016,1,0
arithmetic,0.0331651592123327,1,0
syllogism,0.0017679752182183752,1,0
contradiction,0.9999999999999998,1,1
arithmetic,0.062018353621990166,1,0
contradiction,1.0,1,1
contradiction,0.9999999999999999,1,1
syllogism,0.0026671869515581623,1,0
syllogism,0.001415966943664706,1,0
syllogism,0.005111186526062833,1,0
contradiction,0.9999999999999999,1,1
syllogism,0.0032933071616611334,1,0
arithmetic,0.03287194183906377,1,0
contradiction,1.0,1,1
arithmetic,0.025426491660225786,1,0
